StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,consent,inherentSimilarity,hetereogenous,inductivePotential,internalCause,invented,constructedBoundary,immutability,attentionCheck,attentionCheck2,age,gender,gender_4_TEXT,race,race_15_TEXT,education,debrief_1,debrief_2,debrief_3,Create New Field or Choose From Dropdown...,condition,cb
2020-03-03 18:08:53,2020-03-03 18:13:58,IP Address,174.255.5.247,100,304,True,2020-03-03 18:13:58,R_1gH1AX6Pc7iZpjz,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Totally Agree,Totally Disagree,Totally Agree,Mostly Disagree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",55,Female,,White/European American,,Less than high school,"The story didnt make sense ","You know what you are studying ",I can not,,generic,essentialismKind
2020-03-03 18:09:59,2020-03-03 18:14:07,IP Address,73.192.220.142,100,248,True,2020-03-03 18:14:08,R_2y9F8UZh5e6XpIr,,,,,38.0099945068359375,-121.3697967529296875,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Agree,Mostly Disagree,Mostly Disagree,Totally Agree,Totally Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",29,Female,,Black/African American,,Some college,No,Racial prejudices within children's literature,No.,,formal,kindEssentialism
2020-03-03 18:10:11,2020-03-03 18:14:09,IP Address,68.44.142.12,100,237,True,2020-03-03 18:14:09,R_2zbFo53WZE2YRTG,,,,,39.6757049560546875,-86.06939697265625,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Totally Agree,Totally Disagree,Totally Agree,Totally Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",46,Male,,White/European American,,Some college,no,unsure,none,,generic,essentialismKind
2020-03-03 18:12:22,2020-03-03 18:14:09,IP Address,98.31.7.199,100,107,True,2020-03-03 18:14:10,R_31pj4acZ5AkM6U7,,,,,40.09820556640625,-83.15799713134765625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Slightly Agree,Mostly Agree,Mostly Disagree,Totally Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",34,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,perceptions of groups and intrinsic properties,,,control,essentialismKind
2020-03-03 18:10:27,2020-03-03 18:14:12,IP Address,71.236.67.104,100,224,True,2020-03-03 18:14:12,R_2164j1Zaqg6EMGY,,,,,40.1587982177734375,-79.81220245361328125,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Agree,Mostly Disagree,Mostly Agree,Totally Agree,Mostly Disagree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head",42,Male,,White/European American,,Some college,,"judgments ",,,formal,kindEssentialism
2020-03-03 18:07:56,2020-03-03 18:14:14,IP Address,24.241.87.63,100,378,True,2020-03-03 18:14:15,R_Y5BHp51rb8rZMDT,,,,,41.1313934326171875,-100.7751007080078125,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Mostly Agree,Slightly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",37,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,"possibly to see how we stereotype people. Or, possibly to gauge if people believe deep down we are all the same, and if we can change our core traits and tendencies.",no. It was certainly interesting and unique.,,formal,essentialismKind
2020-03-03 18:09:16,2020-03-03 18:14:23,IP Address,70.113.24.23,100,306,True,2020-03-03 18:14:24,R_2VsB8qkyqk1x5iK,,,,,30.42999267578125,-97.83260345458984375,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Disagree,Mostly Disagree,Slightly Agree,Mostly Agree,Slightly Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",24,Female,,White/European American,,"Bachelor's (B.A., B.S.)",No,judgment and perception of a certain person or race.,Nope,,formal,essentialismKind
2020-03-03 18:11:00,2020-03-03 18:14:35,IP Address,45.26.97.60,100,215,True,2020-03-03 18:14:35,R_324HFL4atZ2cbx4,,,,,36.2902069091796875,-97.022796630859375,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Disagree,Mostly Disagree,Totally Disagree,Slightly Agree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Were scared of the sun",24,Female,,Asian/Asian American,,Some college,Didn't experience any problems.,I think it was about seeing if people believed that certain race were all the same.,None.,,generic,kindEssentialism
2020-03-03 18:09:00,2020-03-03 18:14:47,IP Address,97.94.173.218,100,346,True,2020-03-03 18:14:47,R_Y9or8swjQhCuTnP,,,,,33.8307952880859375,-118.1125030517578125,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Were scared of the sun,Liked to write poetry",47,Female,,White/European American,,"Bachelor's (B.A., B.S.)","no, no",not sure,no,,generic,kindEssentialism
2020-03-03 18:09:51,2020-03-03 18:14:54,IP Address,181.177.85.169,100,302,True,2020-03-03 18:14:54,R_3LhDvbd0siEmb7E,,,,,40.7064056396484375,-73.94730377197265625,anonymous,EN,I do consent to participate,Mostly Agree,Totally Agree,Mostly Agree,Mostly Agree,Mostly Agree,Totally Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,Had striped hair on the back of their head,33,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,"Read a story written for children, and respond to some questions about characters in the story.",no,,control,essentialismKind
2020-03-03 18:09:10,2020-03-03 18:14:57,IP Address,67.163.9.149,100,347,True,2020-03-03 18:14:57,R_1GUfwlwNTsDZqpy,,,,,41.8737945556640625,-87.966796875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Slightly Agree,Mostly Agree,Totally Agree,Totally Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",46,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,"To evaluate how one views a Zarpie. ",no,,control,kindEssentialism
2020-03-03 18:08:17,2020-03-03 18:15:08,IP Address,104.4.233.225,100,411,True,2020-03-03 18:15:08,R_22PlLN3zFHVruh9,,,,,33.9167938232421875,-118.34320068359375,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Disagree,Slightly Disagree,Mostly Agree,Totally Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",45,Female,,White/European American,,Some college,no,I am not sure....,"no ",,control,essentialismKind
2020-03-03 18:11:48,2020-03-03 18:15:08,IP Address,104.174.3.104,100,200,True,2020-03-03 18:15:09,R_1C0UFXWPEw0oLIv,,,,,34.1676025390625,-118.38919830322265625,anonymous,EN,I do consent to participate,Slightly Disagree,Mostly Agree,Slightly Disagree,Slightly Agree,Mostly Disagree,Mostly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet,Were scared of the sun",38,Female,,Click to write Choice 8,,"Bachelor's (B.A., B.S.)",,,,,control,kindEssentialism
2020-03-03 18:12:46,2020-03-03 18:15:11,IP Address,173.91.109.51,100,144,True,2020-03-03 18:15:11,R_3G9suTyjtdT83IT,,,,,41.43609619140625,-82.13500213623046875,anonymous,EN,I do consent to participate,Totally Agree,Mostly Disagree,Slightly Agree,Mostly Agree,Totally Agree,Totally Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,Wore heavy jewelry,35,Male,,White/European American,,Some college,No,I am not sure,,,formal,essentialismKind
2020-03-03 18:08:14,2020-03-03 18:15:16,IP Address,71.115.216.209,100,421,True,2020-03-03 18:15:16,R_30rd1C6BTV4L8cX,,,,,43.0435028076171875,-76.28170013427734375,anonymous,EN,I do consent to participate,Slightly Disagree,Mostly Disagree,Slightly Disagree,Mostly Disagree,Totally Agree,Totally Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",50,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,Memory and how people judge others,no,,control,kindEssentialism
2020-03-03 18:12:33,2020-03-03 18:16:00,IP Address,173.79.47.227,100,206,True,2020-03-03 18:16:00,R_246FM3W7hcupOju,,,,,39.082794189453125,-77.16739654541015625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Mostly Agree,Slightly Agree,Slightly Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",27,Male,,Black/African American,,Some college,No,Seeing how creative I am,No,,formal,kindEssentialism
2020-03-03 18:09:05,2020-03-03 18:16:04,IP Address,71.64.147.5,100,418,True,2020-03-03 18:16:04,R_269FydvqQWv6YsR,,,,,40.1522979736328125,-84.2501983642578125,anonymous,EN,I do consent to participate,Mostly Agree,Totally Agree,Mostly Agree,Mostly Agree,Mostly Agree,Mostly Agree,Totally Agree,Translating the language of Zarpies into English,"Were scared of the sun,Liked to write poetry",43,Male,,Black/African American,,"Master's (M.A., M.S.)",No,The study purpose was very good thinking,The survey was very interesting,,control,essentialismKind
2020-03-03 18:09:32,2020-03-03 18:16:33,IP Address,71.31.42.194,100,421,True,2020-03-03 18:16:34,R_SCZof4XGMmUduzD,,,,,37.09759521484375,-84.1150970458984375,anonymous,EN,I do consent to participate,Mostly Disagree,Slightly Agree,Slightly Disagree,Mostly Disagree,Totally Agree,Slightly Agree,Totally Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",33,Male,,White/European American,,Some college,No,No guess,No changes,,generic,essentialismKind
2020-03-03 18:12:28,2020-03-03 18:16:37,IP Address,172.115.179.129,100,248,True,2020-03-03 18:16:37,R_UQSa03HEPyCkic1,,,,,34.143798828125,-117.25479888916015625,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",29,Male,,Black/African American,,Some college,No,"Translation a kid's tale. ","None ",,generic,essentialismKind
2020-03-03 18:14:14,2020-03-03 18:17:00,IP Address,75.133.32.65,100,165,True,2020-03-03 18:17:00,R_2zA5eLPEPXiehCD,,,,,44.44549560546875,-83.35810089111328125,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head,Had freckles on their feet",51,Female,,White/European American,,High school/GED,No.,"I don't know. ",No.,,formal,essentialismKind
2020-03-03 18:15:24,2020-03-03 18:17:05,IP Address,162.231.57.35,100,101,True,2020-03-03 18:17:05,R_3qJcYdH3KZcNNxQ,,,,,32.7404937744140625,-117.09349822998046875,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Disagree,Slightly Agree,Mostly Disagree,Totally Agree,Slightly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head,Had freckles on their feet",35,Male,,White/European American,,"Bachelor's (B.A., B.S.)",,,Thanks,,formal,essentialismKind
2020-03-03 18:09:07,2020-03-03 18:17:23,IP Address,47.187.137.96,100,495,True,2020-03-03 18:17:23,R_3IRlk2PJHa9md5X,,,,,33.0780029296875,-97.06729888916015625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Agree,Mostly Disagree,Slightly Agree,Totally Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet,Liked to write poetry,Wore heavy jewelry",47,Female,,White/European American,,Some college,no,i truly do not know. something about people all being different.,none,,control,kindEssentialism
2020-03-03 18:08:05,2020-03-03 18:17:30,IP Address,165.225.48.68,100,564,True,2020-03-03 18:17:30,R_2Uf2RO3rlAk6i2L,,,,,39.0258026123046875,-77.3983001708984375,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Agree,Mostly Agree,Totally Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",33,Male,,White/European American,,"Bachelor's (B.A., B.S.)",none,About Zarpies,none,,formal,essentialismKind
2020-03-03 18:13:44,2020-03-03 18:17:46,IP Address,45.36.132.184,100,242,True,2020-03-03 18:17:46,R_3nUXr2ZRQboNWAN,,,,,36.14300537109375,-80.3072967529296875,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",36,Female,,White/European American,,Some college,No problems,"I feel like it's meant to trick me, honestly. You give facts about Zarpies and I'm supposed to make judgments as to whether that meanst they're all the same, which is clearly an illusion to some actual people group that people judge. In that case, I would definitely answer less categorically. However, in the case of Zarpies, I can only answer based on the information I was given.",No.,,generic,kindEssentialism
2020-03-03 18:14:06,2020-03-03 18:18:12,IP Address,172.58.4.233,100,245,True,2020-03-03 18:18:12,R_1CsitbBmcgs8cf2,,,,,33.734405517578125,-84.098602294921875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Slightly Agree,Slightly Agree,Totally Agree,Totally Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",35,Female,,White/European American,,Some college,no.,"individuality ",no.,,control,essentialismKind
2020-03-03 18:14:11,2020-03-03 18:18:13,IP Address,71.199.25.52,100,241,True,2020-03-03 18:18:13,R_2uNvtOw1kL4pqjF,,,,,41.0879058837890625,-112.063201904296875,anonymous,EN,I do consent to participate,Mostly Agree,Slightly Disagree,Mostly Disagree,Mostly Agree,Slightly Agree,Slightly Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet,Liked to write poetry",20,Male,,White/European American,,High school/GED,None,no idea,"none, it was good :)",,control,kindEssentialism
2020-03-03 18:14:54,2020-03-03 18:18:24,IP Address,107.184.35.93,100,210,True,2020-03-03 18:18:25,R_3PGFK5bjGGPy0Dz,,,,,34.074005126953125,-118.26110076904296875,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Disagree,Mostly Agree,Slightly Agree,Mostly Agree,Slightly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Had striped hair on the back of their head,Had freckles on their feet",34,Female,,Black/African American,,"Bachelor's (B.A., B.S.)",no,not sure,no,,formal,kindEssentialism
2020-03-03 18:13:22,2020-03-03 18:18:33,IP Address,50.37.140.122,100,311,True,2020-03-03 18:18:33,R_3lzSaOzSHH7rMCl,,,,,47.72479248046875,-116.78900146484375,anonymous,EN,I do consent to participate,Totally Agree,Slightly Disagree,Mostly Agree,Mostly Agree,Mostly Disagree,Totally Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head",43,Male,,White/European American,,Some college,No.  Worked great!,"Classifying how a race is, and if I could remember any of them.",Fun Survey!,,control,essentialismKind
2020-03-03 18:15:46,2020-03-03 18:18:36,IP Address,108.12.238.177,100,169,True,2020-03-03 18:18:36,R_1K24S1cfFzr2PXJ,,,,,41.873992919921875,-71.3843994140625,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Totally Agree,Slightly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",31,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,Perceptions regarding xenophobia and racism.,I think it's fine as it is.,,formal,kindEssentialism
2020-03-03 18:08:18,2020-03-03 18:18:41,IP Address,70.126.190.36,100,623,True,2020-03-03 18:18:42,R_24zS45evEU36U8k,,,,,27.542999267578125,-82.56020355224609375,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Disagree,Mostly Agree,Slightly Disagree,Totally Agree,Mostly Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",51,Male,,White/European American,,Some college,No,Retaining information.,No,,formal,kindEssentialism
2020-03-03 18:17:22,2020-03-03 18:18:43,IP Address,162.232.176.154,100,80,True,2020-03-03 18:18:43,R_d6xuQIFyOdyQebL,,,,,41.4376983642578125,-81.80879974365234375,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Slightly Agree,Mostly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head,Had freckles on their feet,Liked to write poetry",33,Male,,White/European American,,Some college,no,remembering things that were hard to remember,no,,control,essentialismKind
2020-03-03 18:15:16,2020-03-03 18:18:50,IP Address,162.227.96.155,100,214,True,2020-03-03 18:18:50,R_3KIR8qg0tEvtpsO,,,,,33.092803955078125,-96.6454010009765625,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Totally Agree,Mostly Agree,Totally Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",20,Female,,White/European American,,Some college,No,Whether people think characteristics about a group of people make them who they are.,"No, it was enjoyable. ",,generic,kindEssentialism
2020-03-03 18:16:58,2020-03-03 18:18:58,IP Address,71.90.82.157,100,120,True,2020-03-03 18:18:59,R_3IXCpxoLaOZ7xUW,,,,,44.009002685546875,-92.393402099609375,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Had striped hair on the back of their head,Had freckles on their feet",33,Male,,Asian/Asian American,,Some college,no,idk,no,,control,essentialismKind
2020-03-03 18:15:21,2020-03-03 18:19:35,IP Address,99.68.58.81,100,254,True,2020-03-03 18:19:36,R_3p3htC84NiyCeBl,,,,,37.822296142578125,-83.78530120849609375,anonymous,EN,I do consent to participate,Totally Agree,Mostly Disagree,Totally Disagree,Mostly Agree,Totally Agree,Totally Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",67,Female,,White/European American,,"Bachelor's (B.A., B.S.)",no,understanding relationships,no,,control,essentialismKind
2020-03-03 18:15:26,2020-03-03 18:19:38,IP Address,99.7.210.86,100,251,True,2020-03-03 18:19:38,R_2vcAoGSRwU7iQn6,,,,,29.8972930908203125,-95.64630126953125,anonymous,EN,I do consent to participate,Mostly Disagree,Mostly Agree,Mostly Disagree,Mostly Agree,Mostly Agree,Mostly Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",25,Male,,Click to write Choice 7,,"Bachelor's (B.A., B.S.)",None,Not sure,None that I can think of,,control,essentialismKind
2020-03-03 18:11:36,2020-03-03 18:19:44,IP Address,76.117.182.123,100,487,True,2020-03-03 18:19:44,R_2y8aQcJY6sPWwf3,,,,,40.8022003173828125,-74.19139862060546875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Mostly Agree,Slightly Agree,Mostly Agree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had freckles on their feet",32,Female,,Latino/Latina,,"Bachelor's (B.A., B.S.)",none,It is about our perceptions of others,none,,generic,kindEssentialism
2020-03-03 18:15:36,2020-03-03 18:19:50,IP Address,73.128.181.242,100,253,True,2020-03-03 18:19:50,R_1HbODH3ybD2DTmP,,,,,39.1269073486328125,-76.697998046875,anonymous,EN,I do consent to participate,Slightly Disagree,Mostly Disagree,Mostly Agree,Mostly Agree,Totally Agree,Totally Agree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",47,Female,,White/European American,,"Master's (M.A., M.S.)",no,not really sure. Something high level about the immutability of beings.,It is really hard to retain information when you have to keep moving to the next page every 2 sentences.,,generic,essentialismKind
2020-03-03 18:17:09,2020-03-03 18:20:01,IP Address,107.77.207.6,100,172,True,2020-03-03 18:20:02,R_2v2prOl9SgVgyVU,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,I do consent to participate,Slightly Agree,Slightly Agree,Slightly Disagree,Slightly Disagree,Slightly Disagree,Mostly Agree,Slightly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Were scared of the sun,Built their home underground",36,Female,,Asian/Asian American,,"Master's (M.A., M.S.)",it was ok,not sure,no,,generic,kindEssentialism
2020-03-03 18:18:35,2020-03-03 18:20:59,IP Address,68.59.231.210,100,144,True,2020-03-03 18:21:00,R_2agHp3AhPhhXHOQ,,,,,35.4557037353515625,-84.60260009765625,anonymous,EN,I do consent to participate,Slightly Agree,Mostly Disagree,Mostly Agree,Slightly Agree,Mostly Disagree,Mostly Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",28,Male,,White/European American,,High school/GED,I had no issues.,Studying how people think about innate properties.,I have no suggestions to make.,,generic,kindEssentialism
2020-03-03 18:19:29,2020-03-03 18:22:54,IP Address,72.229.168.172,100,205,True,2020-03-03 18:22:55,R_2xXh1OIekfU4JWJ,,,,,40.7259979248046875,-73.84799957275390625,anonymous,EN,I do consent to participate,Totally Agree,Mostly Disagree,Mostly Agree,Slightly Agree,Totally Agree,Totally Agree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",23,Female,,Black/African American,,"Bachelor's (B.A., B.S.)","nothing was confusing ",to see how much we remember about a fun concept like a Zarpie ?,"I cant think of anything , this survey was super cute ",,generic,kindEssentialism
2020-03-03 18:18:54,2020-03-03 18:22:56,IP Address,104.236.55.136,100,242,True,2020-03-03 18:22:57,R_1l9pkrFmzjleV7z,,,,,40.836395263671875,-74.14029693603515625,anonymous,EN,I do consent to participate,Slightly Agree,Totally Disagree,Totally Agree,Totally Agree,Mostly Agree,Mostly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",32,Male,,Latino/Latina,,Some college,none,perceptions of zarpies,none,,control,essentialismKind
2020-03-03 18:18:32,2020-03-03 18:23:00,IP Address,24.18.101.238,100,267,True,2020-03-03 18:23:00,R_29sMmwBkVWTyJjG,,,,,47.1042022705078125,-122.8699951171875,anonymous,EN,I do consent to participate,Totally Agree,Totally Disagree,Totally Agree,Totally Agree,Totally Disagree,Totally Disagree,Totally Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",33,Male,,"White/European American,Click to write Choice 9",,"Master's (M.A., M.S.)",no,perception of narratives,no,,formal,essentialismKind
2020-03-03 18:15:35,2020-03-03 18:23:29,IP Address,174.128.250.26,100,473,True,2020-03-03 18:23:29,R_1rMUrwT3e8hKpXe,,,,,39.7501068115234375,-104.995697021484375,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Agree,Slightly Agree,Slightly Disagree,Mostly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Had striped hair on the back of their head,Had freckles on their feet",25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",NO,children's story,NO,,formal,kindEssentialism
2020-03-03 18:18:22,2020-03-03 18:23:38,IP Address,142.197.86.123,100,315,True,2020-03-03 18:23:38,R_27QcleN7mx8oUSQ,,,,,29.1383056640625,-80.99559783935546875,anonymous,EN,I do consent to participate,Totally Disagree,Mostly Disagree,Slightly Agree,Slightly Agree,Slightly Agree,Mostly Disagree,Slightly Agree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",44,Female,,White/European American,,Some college,"Nothing was confusing, but I think it might be confusing to children. ","This studies is about Zarpies, and I suppose it is about race but the study never explicitly states this. ","No, because I am not sure what the researchers want to achieve. ",,formal,kindEssentialism
2020-03-03 18:22:22,2020-03-03 18:25:28,IP Address,73.173.57.133,100,186,True,2020-03-03 18:25:29,R_1C2bUsf7SUjWJ7z,,,,,38.80780029296875,-77.05229949951171875,anonymous,EN,I do consent to participate,Slightly Disagree,Slightly Agree,Slightly Disagree,Slightly Disagree,Mostly Agree,Slightly Agree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head",37,Female,,White/European American,,High school/GED,no,Something to do with how people define groups,n/a,,control,essentialismKind
2020-03-03 18:20:56,2020-03-03 18:25:29,IP Address,73.214.206.210,100,272,True,2020-03-03 18:25:29,R_215szrkgnfIfXLw,,,,,40.4241943359375,-79.76580047607421875,anonymous,EN,I do consent to participate,Mostly Agree,Mostly Disagree,Slightly Disagree,Mostly Disagree,Totally Agree,Slightly Disagree,Mostly Disagree,Learning about Zarpies and answering multiple choice questions about them,"Wrapped their baby in orange blankets,Drew stars on their knees,Had striped hair on the back of their head,Had freckles on their feet",42,Male,,White/European American,,Some college,no,racism,no.  good luck!,,control,kindEssentialism
2020-03-03 18:21:38,2020-03-03 18:25:32,IP Address,150.136.251.111,100,234,True,2020-03-03 18:25:32,R_PM1Wg7AXVcGzHJn,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I do consent to participate,Totally Agree,Mostly Agree,Slightly Disagree,Mostly Agree,Totally Agree,Totally Agree,Slightly Agree,Translating the language of Zarpies into English,"Drew stars on their knees,Liked to write poetry,Built their home underground,Wore heavy jewelry",25,Male,,White/European American,,"Bachelor's (B.A., B.S.)",no,learning,very  use full,,generic,essentialismKind
